lat,lon,storage_type,storage_potential,pga_score,fault_score,site_vulnerability,srf_a_tectonic,risk_category_a,srf_b_geotechnical,risk_category_b,srf_c_shaking,risk_category_c
48.77089946,125.9676064,DSA,15.97159958,0.8044982387761146,2.1463823049074997,9.268352122251413,3.168211048536867,Moderate,4.458416605392511,Moderate,2.05344884696306,Low
48.7617444,126.0337193,DSA,15.97159958,0.8143324911853501,2.1544750437407414,9.60351800117438,3.242240869460852,Moderate,4.598035205692041,Moderate,2.0952938079508705,Low
48.75255914,126.0998133,DSA,15.97159958,0.8407214723379147,2.162590025407441,10.0,3.3335114544050946,Moderate,4.768806594016654,Moderate,2.1532098910249813,Low
48.74334369,126.1658883,DSA,15.97159958,0.8692116214795964,2.170727607428594,10.0,3.346127290158176,Moderate,4.781830170077558,Moderate,2.172745255116336,Low
48.73409807,126.2319442,DSA,15.97159958,0.8971266914935073,2.178889625683985,10.0,3.3585828202900445,Moderate,4.7946286017342,Moderate,2.1919429026012995,Low
48.72482228,126.2979811,DSA,15.97159958,0.9320896003329124,2.187074301033897,10.0,3.373164030616822,Moderate,4.810250700339944,Moderate,2.2153760505099163,Low
48.71551634,126.3639988,DSA,15.97159958,0.9709619751426776,2.195634803694039,10.0,3.3891059943898227,Moderate,4.827511750795879,Moderate,2.2412676261938183,Low
48.85212146,125.0268575,DSA,9.82865143,0.9821140390161904,2.381064998717242,9.352455828990164,3.3556578768615113,Moderate,4.610040946945991,Moderate,2.2388335059239033,Low
48.8433944,125.0931862,DSA,33.46770096,0.9669767659588866,2.434966994028559,8.893205106793394,3.286217548160624,Moderate,4.431066147906624,Moderate,2.199996668463239,Low
48.83463703,125.1594967,DSA,39.61059952,0.9386856263309684,2.490071200336889,9.070552857548485,3.340751859577432,Moderate,4.501709633619159,Moderate,2.217288021654496,Low
48.82584936,125.225789,DSA,40.7057991,0.906841858625746,2.474592926184845,9.527481532346888,3.414845327149524,Moderate,4.668647941626023,Moderate,2.23923114626559,Low
48.81703139,125.2920631,DSA,41.79430008,0.8787032511828525,2.400430428808051,9.488833061820973,3.361592802123076,Moderate,4.627100610963141,Moderate,2.196234385534224,Low
